,State,City,Location,Address,Instructions,Accepting,Open packages?
119,CA,french camp,"N95s, Surgical Masks, Face Shields, Disposable Booties, Safety Goggles, Gloves, Thermometers, Disinfectant Wipes, Gowns, CAPR/PAPR machines and disposables","500 W Hospital Rd
French Camp, CA 95231","Attn: Spencer Wong, Family Medicine, Clinic 2","N95s, Surgical Masks, Face Shields, Disposable Booties, Safety Goggles, Gloves",Yes
120,CA,fresno,Fresno Community Regional Medical Centers ,"215 N Fresno St
Fresno, CA 93701",North Medical Plaza CRMC,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",No
121,CA,fresno,Healthcare California,"6327 N Fresno St #104
Fresno, CA 93710",Call 559-243-9990 and a staff member can coordinate w/ you,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
122,CA,fresno,Oyuna Hospice Inc,"5067 N. Mariposa St. Suite 104
Fresno, CA 93710","Drop off anytime with advance notice, or during normal business hours M-F 9-5. Contact # 559-374-2726, any staff can assist.","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
123,CA,fresno,Pacific Gardens Nursing and Rehab Center,"577 S Peach Ave
Fresno, CA 93727","Attn: Damian Etzler, Pacific Gardens Nursing and Rehab. Center 577 South Peach Ave, Fresno, California  93727","Surgical masks, Face shields, Gloves, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
124,CA,fresno,Saint Ages Medical Center,"1303 E Herndon Ave
Fresno, CA 93720",Back of the hospital at the warehouse.,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",No
125,CA,fresno,The Nephrology Group ,"568 E Herndon Ave #201
Fresno, CA 93720","Mailing address at front door. Attn: Administrative Services, PPE","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Hand sanitizer",No
126,CA,fresno,UCSF Fresno,"155 N Fresno St, Suite 307
Fresno, CA 93701",At the security desk please,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
127,CA,fullerton,St. Jude Medical Center,"101 E Valencia Mesa Dr
Fullerton, CA 92835","Please contact 
mandi.archuleta@stjoe.org
 to coordinate drop off.","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
128,CA,fullerton,Windsor Gardens Care Center of Fullerton,"245 E Wilshire Ave
Fullerton, CA 92832",Lindsey Mason,"N95s, Surgical masks, Face shields, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
129,CA,garden grove,Garden Grove Hospital and Medical Center,"12601 Garden Grove Blvd
Garden Grove, CA 92843",Attn: Dr. True McMahen,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",No
130,CA,garden grove,Nhan Hoa Comprehensive Health Care Clinic (FQHC),"7761 Garden Grove Blvd
Garden Grove, CA 92841",ATTN: Jenny Nguyen,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, Tylenol Adults and Children, Acetaminophen, OTC.",No
131,CA,gilroy,Gilroy Healthcare and Rehabilitation Center,"8170 Murray Ave
Gilroy, CA 95020",Drop off at the door of the front lobby,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
132,CA,glendale,Adventist Health Glendale Emergency Dept,"1509 Wilson Terrace
Glendale, CA 91206",Enter ED waiting room; Attn: Donovan Stewart,"N95s, Face shields, Disposable booties, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes",No
133,CA,glendale,Glendale KP MOB ,"501 N Orange St
Glendale, CA 91203",Curbside after contacting me to receive it ,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",No
134,CA,glendale,Kaiser Permanente - Glendale Orange Street,"501 N Orange St, Glendale, CA 91203","Attn: Becky Lim, MD. If you are able to call or text: 310-386-7774 before you drop off that would be ideal. Can drop off at curbside in front of building or attn: Becky Lim, ppe donation to address above ","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
135,CA,glendale,KP MOB Clinic,"501 N Orange St
Glendale, CA 91203",Curbside ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
136,CA,glendora,Emanate - Foothill Presbyterian Hospital,"250 S Grand Ave
Glendora, CA 91741",Attn: ER Department ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
137,CA,goleta,Goleta Valley Cottage Hospital,"351 S Patterson Ave
Goleta, CA 93111",Curbside 10-5 until further notice,"N95s, Surgical masks, Face shields, Safety goggles, Gowns, N99 Masks",Yes
138,CA,goleta,Goleta Valley Cottage Hospital,"351 S. Patterson Ave
Santa Barbara, CA 93111",,Home-made masks,
139,CA,hayward,Morton Bakar Center,"494 Blossom Way
Hayward, CA 94541","494 Blossom Way
Hayward, CA 94541","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
140,CA,hayward,St. Rose Hospital,"27200 Calaroga Ave
Hayward, CA 94545","ER door is the only one open. Please make purchasing department aware, manager: Himanshu Handa, 510-264-4122.","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",No
141,CA,irvine,Regents Point,"19191 Harvard Ave
Irvine, CA 92612",Drop off at Windcrest SNF building,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
142,CA,irvine,UCI medical center,"4600 Health Sciences Rd building 41
Irvine, CA 92617",Building 41 follow the signs for EHS parking ,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
143,CA,la jolla,Jacobs Medical Center at UC San Diego Health,"9300 Campus Point Dr
La Jolla, CA 92037","Contact Robbie Jacobs at 
gjacob@ucsd.edu","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer",Unknown
144,CA,la jolla,La Jolla Nursing and Rehabilitation Center,"2552 Torrey Pines Rd
La Jolla, CA 92037",Attn: Administrator,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
145,CA,la mesa,Sharp Grossmont Hospital,"9000 Wakarusa St
La Mesa, CA 91942",Drop off at Brier Patch Campus,"N95s, Surgical masks, Face shields, Safety goggles, Gowns",
146,CA,laguna hills,Saddleback Memorial Hospital ,"24451 Health Center Dr
Laguna Hills, CA 92653",ATTN: Anesthesia Dept. ,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer",Yes
147,CA,larkspur,Hospice by the Bay,"17 Sir Francis Drake Blvd
Larkspur, CA 94939","Donations can be mailed to any of the offices below or dropped off Monday ­– Friday, 8:30 a.m. to 5 p.m.

Hospice by the Bay
17 E. Sir Francis Drake Blvd.
Larkspur, CA 94939
Attention: PPE Donation

If you are dropping off donations, please knock or use the intercom. A staff member will come out to accept your donation.

If you have an unusually large donation please call (415) 927.2273.
","N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
148,CA,lincoln,Lincoln Meadows Care Center,"1550 3rd St
Lincoln, CA 95648",By front entrance ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
149,CA,livermore,Stanford Health Care - ValleyCare,"1119 E Stanley Blvd
Livermore, CA 94550","Dropoff at LifeStyleRx, Mon-F 8AM-5PM. Details at 
https://bit.ly/StanfordPPENeeds
. Donations must be unopened, original packaging, in accordance with hospital standards. Not accepting homemade supplies at this time.","N95s, Surgical masks, Face shields, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes, CAPR/PAPR machines and disposables, flocked swabs",No
150,CA,lodi,Arbor Place Assisted Living for Seniors,"17 Louie Ave
Lodi, CA 95240",Drop off front door we will pick up from there,"N95s, Surgical masks, Face shields, Gowns, Hand sanitizer, Disinfecting wipes",Yes
151,CA,lodi,Arbor Rehabilitation & Nursing Center,"900 N Church St
Lodi, CA 95240",Drop Off Outside Front Door or Mail to above address,"N95s, Surgical masks, Face shields, Gowns, Hand sanitizer, Disinfecting wipes",Yes
152,CA,loma linda,VA Loma Linda Healthcare System,"11201 Benton St
Loma Linda, CA 92354",Drop off at Emergency Room,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
153,CA,lompoc,Central Coast Medical Group ,"1101 East Ocean Ave B
Lompoc, CA 93436",Front door,"N95s, Surgical masks, Face shields, Gowns",Yes
154,CA,lompoc,Lompoc Valley Medical Center,"1515 E Ocean Ave
Lompoc, CA 93436",Drop off at the loading dock.,"N95s, Surgical masks, Face shields, Safety goggles, Gowns, Hand sanitizer",Yes
155,CA,long beach,Catered Manor Nursing Center,"4010 N Virginia Rd
Long Beach, CA 90807","drop off curbside-call - 562.426.0394 to guarantee someone will be available -ask for administrator or director of nursing OR mail to address above-OR email 
nsaulietis@covenantcare.com
 -Thank you","N95s, Surgical masks, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
156,CA,long beach,College Medical Center- Long Beach South Campus,"1725 Pacific Ave
Long Beach, CA 90813",Curbside ,"N95s, Surgical masks, Face shields, Safety goggles, Gowns, Hand sanitizer",Yes
157,CA,long beach,MemorialCare Long Beach Medical Center and Miller Children’s & Women’s Hospital Long Beach,"2810 Long Beach Blvd
Long Beach, CA 90806","https://www.memorialcare.org/donations-needed


Monday through Friday, 10 a.m. to 2 p.m.

Staff will maintain safe physical distance from donors and will wear gloves and regularly clean their hands.

Donors will be asked to provide basic contact information and may request a receipt for their records

Donors who are not feeling well should wait until they feel better to donate.","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Disposable surgical caps, PAPRS and PAPR hoods, CAPRs, Ventilators","""New or Unused"" items"
158,CA,long beach,Royal Care Skilled Nursing Center,"2725 Pacific Ave
Long Beach, CA 90806",Front Door: Director of Nursing,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
159,CA,los alamitos,Alamitos West Health & Rehab,"3902 Katella Ave
Los Alamitos, CA 90720",lease at front door,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
160,CA,los alamitos,Los Alamitos Medical Center,"3851 Katella Ave
Los Alamitos, CA 90720","Please drop off to ER or lobby, Attn: Dr Lily Mulroy ","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gowns",No
161,CA,los altos,Los Altos Sub-Acute And Rehabilitation Center,"809 Fremont Ave
Los Altos, CA 94024",Attn: ERIKA FUENTES or hand off at front door. ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
162,CA,los angeles,Barlow Respiratory Hospital,"2000 Stadium Way
Los Angeles, CA 90026",,"N95s, Surgical masks, Face shields, Gowns, Standard Precaution Mask",Unsure
163,CA,los angeles,"Capital Home Health Agency, Inc. ","5751 W Adams Blvd
Los Angeles, CA 90016",Drop off at front door and call (323) 930-7809. We send out Registered Nurses and caregivers in the field to take care of sick people. ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
164,CA,los angeles,Cedars Sinai,"8700 Beverly Blvd
Los Angeles, CA 90048",https://giving.cedars-sinai.edu/gifts-in-kind-covid-19,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",No
165,CA,los angeles,Cedars-Sinai Medical Center,"8700 Beverly Blvd
West Hollywood, CA 90048",ATTN: 6 North West,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",No
166,CA,los angeles,Children’s Hospital Los Angeles,"4650 Sunset Blvd
Los Angeles, CA 90027","Email 
Covid19Donations@chla.usc.edu
 to get started. ","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",No
167,CA,los angeles,CHINATOWN SERVICE CENTER,"767 N Hill St #200A
Los Angeles, CA 90012",767 N Hill St Ste 200A,"N95s, Surgical masks, Face shields, Safety goggles, Hand sanitizer, Disinfecting wipes",No
168,CA,los angeles,Dignity Health California Hospital,"1401 S Grand Ave
Los Angeles, CA 90015",,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Disinfecting wipes",Yes
169,CA,los angeles,Garden Silver Town,"2830 Francis Ave.
Los Angeles, CA 90005",2830 Francis Ave.,"N95s, Gloves, Hand sanitizer, Disinfecting wipes",Yes
170,CA,los angeles,Hollywood Presbyterian Medical Center,"1300 N Vermont Ave
Los Angeles, CA 90027",Drop off at Fountain and Vermont Ave.,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
171,CA,los angeles,Kaiser ,"10550 Wilshire Blvd
Los Angeles, CA 90024",Los Angeles,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
172,CA,los angeles,Kaiser Permanente - Los Angeles,"4867 W. Sunset Blvd
Los Angeles, CA 90027",supply loading dock ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns",Yes
173,CA,los angeles,Kaiser Permanente - West Los Angeles,"6041 Cadillac Ave., Ste 503
Los Angeles, CA 90034","Drop off at info desk in courtyard or mail ATTN:  Angela Nakamoto (PPE DONATION). Please call 323-853-1412.


OR


Attn: Carolyn Overman MD, Emergency Department 


OR


Attn: Urgent Care Department","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
174,CA,los angeles,Kaiser Permanente Los Angeles,"1526 N Edgemont St
Los Angeles, CA 90027",1526 Edgemont St. Los Angeles CA 90027,"N95s, Surgical masks",Yes
175,CA,los angeles,Keck Hospital of USC,"1500 San Pablo St
Los Angeles, CA 90033","Dropoff at concierge desk, 1st Floor. Mailed also acceptable.","N95s, Surgical masks, Face shields, Gowns, Gloves, Disinfecting wipes, Hand sanitizer, thermometers",No
176,CA,los angeles,Keck medical center of USC,"1500 San Pablo St
Los Angeles, CA 90033","Drop off at main entrance please
","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",No
177,CA,los angeles,Keck Medical Center of USC ,"1500 San Pablo St
Los Angeles, CA 90033","Attention : Tiffany Vo, 
4th Floor Main Operating Room","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Disinfecting wipes, PAPR",Yes
178,CA,los angeles,LAC+USC Emegency Department,"2051 Marengo St
Los Angeles, CA 90033","ATTN: Angelica Balmes ER nurse (please drop off at emergency department)
email: 
xangelica_silveox@yahoo.com


or


Donateyourppe@gmail.com","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, bleach wipes",Yes
179,CA,los angeles,LAC+USC Medical Center,"2020 Zonal Ave IRD 114
Los Angeles, CA 90033",Mail in,"N95s, Surgical masks, Face shields, Gowns",No
180,CA,los angeles,Los Angeles Christian Health Centers,"311 Winston St
Los Angeles, CA 90013",Drop off at Curbside: ATTN Jesse Wu,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
181,CA,los angeles,Martin Luther king Jr. Community Hospital,"1680 E 120th St
Los Angeles, CA 90059",Please drop off at the ED entrance,"N95s, Surgical masks, Face shields, Gowns, Hand sanitizer, Disinfecting wipes",Yes
182,CA,los angeles,PIH Health Good Samaritan Hospital,"1225 Wilshire Blvd
Los Angeles, CA 90017","Drop off or arrange for pickup, Attn: Donny Talbot 213-977-2206","N95s, Surgical masks, Gowns, Disinfecting wipes, Maxair CAPR shields",Yes
183,CA,los angeles,Rio Hondo Subacute and Nursing Center,"273 E Beverly Blvd
Montebello, CA 90640","Go to receptionist, attn. Dr. Blanca Stella Fajardo ","N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer, Thermometers",No
184,CA,los angeles,Ronald Reagan UCLA Medical Center,"757 Westwood Plaza
Los Angeles, CA 90095",covid19PPEsupports@mednet.ucla.edu,"N95s, Surgical masks, Face shields, Ask thru email","Unk, email contact"
